Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,AC037459.2,AC010226.1,AC011374.1,AC020891.2,ADAMTS9-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,AL355304.1,AL355388.1,LINC00355,SOX2-OT,AC105206.1,AL139385.1,AC083801.2,AC078778.1,LINC00392,AC005740.4,AC013731.1,AL023803.2,MAGI2-AS3,NAALADL2-AS2,AC010491.1,AC009121.1,AP000438.1,HOTAIR,LSAMP-AS1,C10orf91,MED4-AS1,AC068831.2,LINC00520,AC093510.2,MIR130B,AC097713.1,AC011005.4,AL358115.1,AC006238.1,AC105137.3,AL356299.2,HOTTIP,AC109454.3,AC017083.1,PART1,AC023034.1,AC107419.1,LINC00470,BCRP3,AP001094.2,UCA1,AC016737.1,AC010731.2,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,AC036108.4,LINC00163,LINC00461,AL355472.4,AP002478.1,KCNH1-IT1,GDNF-AS1,AC011337.1,AC106795.2,LINC00536,C1orf132,AC018755.4,AL451050.2,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC067930.5,MUC2,LINC00173,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC004034.1,AL589743.4,AL355472.3,LINC00518,LINC00184,LINC00211,PTGES2-AS1,STEAP2-AS1,AC090912.3,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC005858.1,AC006305.1,MIAT,CCDC26,AP000424.1,HCG21,AL021395.1,FLJ12825,AL109761.1,AL357518.1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,AC009403.2,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,Z99916.1,SRGAP3-AS2,AL022316.1,FAM138B,LINC00051,AL049830.3,H19,NAV2-AS2,AC005329.1,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AL645608.9,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-39-5035-01,7612,0,468,2,6,26,15,21,24,3,1,15,997,52,2,9,1,1,35,0,23,1,16,0,13,9,17,180,1,29,0,0,854,0,17,0,10,8,2,0,0,2,8,0,6,8,2,0,4,3,2,1,0,1,3,37,4,0,5,1424,0,2,0,16,1,2,87,0,0,0,1,9,20,3,220,12,5,1,2,3,0,8,15,3,22,0,5,0,3,0,4,0,17,30,1,0,6,2,0,0,9,1,8,11,1,2,2,6,9,69,0,2,413,6,3,1,5,16,0,0,0,6,0,1,0,19,0,0,0,0,0,21,0,15,9,1,0,0,0,38,3,0,0,1,49,0,3,1,4,3,3,1,0,0,0,0,2,1,0,4,5,1,3,0,1,1,4,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,7,0,0,0,1,1,4,9,1,0,0,0,0,0,0,1,0,3,4,0,0,855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TCGA-39-5036-01,2132,361,199,85,23,9,18,285,12,6,40,230,518,205,2,18,0,150,380,0,101,76,6,0,4,10,6,61,7,45,0,1,4,22,46,0,11,196,0,43,1,2,12,2,18,3,3,4,10,523,0,16,127,1,2,697,9,4,38,54,1,11,3,6,6,0,0,30,17,6,5,14,25,11,16,2,17,2,1,9,18,35,2,4,26,2,12,2,8,7,12,98,157,45,119,0,2,1,9,2,17,0,4,0,9,1,6,235,96,40,5,1,61,6,7,0,6,2,5,0,0,1,0,1,2,1,0,0,2,0,0,4,0,9,8,0,0,7,5,12,4,1,7,0,17084,1,4,1,24,16,6,0,3,1,0,1,3,0,0,0,11,66,2,0,5,64,1,0,0,3,0,12,0,0,0,5,5,3,0,0,2,0,6,1,2,0,0,1,0,0,0,0,0,0,0,4,0,3,0,1,0,8,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1
TCGA-39-5037-01,5157,289,55,515,5,19,30,375,40,4,32,924,1007,167,149,27,3,56,8400,0,92,59,88,8,0,31,43,78,37,14,8,5,41,164,114,0,32,97,7,19,4,14,9,6,35,7,37,8,30,168,9,6,107,1,1,5,58,9,75,0,1,92,647,156,40,0,6,147,47,42,3,15,25,10,33,1,24,2,6,19,10,79,0,3,82,171,31,0,9,24,48,12,65,4,7,0,8,4,11,1,3,0,15,5,34,30,0,177,44,49,42,2,1783,232,5,0,4,16,5,0,0,5,0,10,35,62,0,0,2,0,3,53,1,2,81,1,0,7,11,4,3,0,14,14,15,0,1,0,13,14,2,1,0,0,2,2,7,0,1,0,40,0,2,4,2,96,24,0,0,1,3,6,0,0,0,7,7,2,0,0,5,0,7,3,13,3,3,1,0,4,0,0,0,2,0,1,6,1,0,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-39-5039-01,1345,14,105,164,19,16,15,24,3,34,2,172,294,426,5,8,0,82,8,0,40,0,0,1,0,9,10,498,27,5,0,0,10,30,45,1,1,49,1,4,0,1,3,6,2,2,2,0,0,39,1,40,78,4,4,18,3,0,29,145,42,2,0,44,1,7,1,0,2,0,16,5,13,0,14,2,0,1,0,3,0,6,0,7,7,0,1,0,2,1,7,20,18,11,15,0,1,0,0,0,1,3,0,3,2,3,0,297,282,24,0,0,60,5,2,0,0,0,1,0,1,6,0,0,0,12,3,0,1,1,2,46,0,27,4,0,2,0,0,18,2,0,0,1,689,1,0,0,4,62,0,0,0,0,0,3,0,0,0,0,41,0,0,3,0,1,0,0,11,0,0,0,0,1,0,3,0,3,6,0,7,0,2,1,0,0,1,0,2,1,0,0,0,2,0,2,0,2,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
TCGA-43-2576-01,86,91,1,57,9,25,26,1,0,25,0,171,401,820,52,4,0,41,11,0,131,4,9,0,8,17,22,494,1,18,5,0,91,5,10,2,6,11,3,2,0,5,8,3,6,9,0,2,11,1,2,2,125,1,24,11,11,0,33,20,15,2,1,30,5,2,0,1,16,0,0,11,2,10,49,13,13,2,0,10,1,12,0,5,5,27,0,2,7,0,1,0,0,4,175,1,2,7,0,38,3,0,9,6,0,25,1,11,0,2,0,0,403,5,6,2,0,18,13,0,0,0,0,4,0,1,1,0,1,0,0,843,1,24,2,1,2,3,5,0,2,0,1,4,816,1,2,1,0,242,18,0,0,0,5,0,0,3,18,0,0,230,0,3,8,3,0,7,1,0,1,0,0,8,0,0,0,0,9,0,11,0,1,1,0,0,2,0,0,1,0,1,0,3,1,0,2,4,0,0,0,0,0,1,0,2,0,0,0,0,0,26,66,1,1,0,10,0,0,0,0,0,0,0
TCGA-43-2578-01,1499,288,61,14,20,49,17,5,1,16,1,639,1206,331,115,11,5,35,458,5,82,55,62,0,6,12,31,303,2,15,29,0,61,40,325,3,37,1,7,34,249,24,149,4,11,28,23,0,15,99,4,4,167,7,5,111,36,4,34,341,9,3,0,93,3,9,1823,72,94,1,6,8,49,130,185,12,24,8,0,24,1,7,23,4,25,0,2,6,23,0,10,9,165,4,96,0,70,6,18,8,4,2,13,7,5,41,25,27,2103,6,0,1,2466,22,4,1,0,23,4,2,15,45,0,25,1,8,6,0,20,4,0,4,0,33,6,6,1,1,9,217,4,0,0,11,160,0,2,3,182,78,2,2,0,0,1,6,0,0,0,6,25,1,1,0,23,31,0,2,12,5,0,0,0,18,5,4,0,16,1,3,1,2,0,54,0,0,1,1,0,126,36,0,9,6,1,0,0,0,0,0,13,0,0,0,0,0,2,0,8,6,0,0,2,6,1,0,0,0,0,1,0,0,0,9
TCGA-43-2581-01,3,3,0,1,11,26,29,4,0,17,1,5,869,1038,0,28,0,0,17,1,24,0,6,0,1,3,3,343,2,9,8,0,0,0,10,0,2,2,0,12,1,0,12,28,6,13,1,19,2,0,2,0,0,14,16,0,9,0,14,17,12,0,0,13,13,2,2,15,3,0,2,10,1,0,239,33,5,2,0,2,2,9,15,0,13,1,0,0,3,1,0,0,62,89,1,0,3,4,10,0,1,5,0,3,0,84,4,6,13,10,0,0,331,9,2,0,0,4,8,0,1,4,0,2,0,0,2,0,6,1,0,17,0,0,0,0,0,7,0,4,6,0,0,5,34,0,13,1,0,799,1,0,0,0,0,0,9,5,0,0,326,1,0,0,8,1,0,6,1,0,1,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
TCGA-43-3394-01,2966,714,166,256,28,15,25,369,7,4,27,672,856,287,29,57,2,328,3432,0,97,336,55,3,1,60,17,612,131,46,18,0,60,46,244,5,27,87,0,24,19,27,21,11,33,6,96,88,15,140,18,35,249,2,5,9,64,38,144,23,7,212,10,240,61,4,53,33,150,10,7,36,83,8,83,9,17,7,0,24,13,336,5,4,146,76,24,11,11,6,11,14,126,17,65,0,51,8,61,5,11,2,8,8,13,11,1,101,175,54,26,3,1678,11,3,0,20,10,5,1,0,9,0,9,6,45,5,0,2,0,0,17,0,4,13,0,1,29,2,37,8,0,0,35,481,1,9,1,0,43,11,2,0,0,2,5,26,2,0,2,11,2,4,2,2,50,72,2,1,31,2,2,0,0,2,3,34,6,0,0,2,0,86,1,4,0,1,4,0,7,0,0,0,0,3,0,1,0,5,8,3,2,4,1,2,1,1,0,2,0,5,0,1,0,0,0,1,1,1,0,0,0,0,0
TCGA-43-3920-01,8092,443,197,594,50,22,43,96,11,57,3,689,1291,116,11,28,0,179,416,0,25,9,39,279,2,27,21,1772,5,25,4,0,0,15,47,0,13,22,0,13,509,24,20,4,5,14,19,7,14,67,19,56,405,1,8,1,13,11,16,152,369,4,19,134,15,0,66,33,12,5,64,15,15,5,24,19,7,2,0,8,2,66,4,3,77,7,3,15,20,4,1,69,67,81,77,0,2,19,5,5,5,9,6,28,18,23,8,3,2,6,6,1,307,11,20,0,2,5,5,0,0,2,0,7,1,4,2,0,6,0,2,32,1,68,3,0,0,1,8,5,6,0,0,3,5929,0,1,0,0,0,2,1,1,6,0,0,0,0,2,4,6,3,2,0,0,18,2,21,0,0,2,0,0,3,5,1,5,5,1,7,1,0,3,2,0,0,3,8,1,6,1,13,0,5,0,0,0,0,2,0,1,0,0,1,61,0,0,0,1,0,1,0,0,0,0,8,0,0,1,6,2,0,0,0
TCGA-43-5668-01,4,413,3,15,3,65,50,1,0,3,6,5,171,25,1,33,1,224,11,0,34,0,10,0,3,31,6,425,3,31,17,0,0,0,12,0,8,6,3,22,0,0,7,4,9,8,6,1,31,1,0,3,3,27,2,22,14,0,101,0,161,0,2,216,28,0,11,1,1,1,4,10,11,2,92,68,5,8,0,21,9,57,1,3,37,89,0,3,7,0,1,0,18,21,3,0,4,0,3,143,3,3,5,2,1,141,4,5,203,1,0,0,683,3,6,0,0,2,1,13,0,15,0,10,0,0,1,0,11,1,0,8,5,3,8,0,0,2,4,9,16,0,0,1,27,0,0,2,1,418,1,1,0,0,0,0,4,0,0,2,7,1,0,1,27,24,0,10,0,97,1,0,0,8,0,0,2,0,1,0,0,0,1,5,0,1,1,0,0,0,0,0,1,0,2,5,0,1,0,0,3,0,0,4,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41
TCGA-43-6143-01,7722,373,897,59,13,28,41,41,31,13,15,37,2990,44,165,21,4,665,209,1,146,147,79,339,8,59,25,772,3,90,238,2,110,11,93,5,37,11,1,46,35,29,350,2,45,35,13,0,45,16,164,220,31,7,31,29,261,4,55,46,0,43,2,144,245,6,402,3,67,7,177,154,257,11,1962,15,100,12,0,59,23,125,80,213,51,198,16,10,21,5,2,288,51,23,1504,1,19,82,2,0,29,4,19,2,4,11,58,187,10,395,8,10,1161,206,15,2,154,60,13,1,2,1,0,26,0,14,12,4,5,0,0,127,0,26,7,0,1,1,5,4,15,0,0,54,156,1,24,7,0,3,0,25,1,5,0,6,7,2,1,1,3,1341,1,5,1,7,97,9,16,22,1,20,0,1,3,1,7,14,1,1,1,6,50,0,0,0,0,4,1,10,2,2,0,0,0,4,0,0,98,1,2,16,0,316,0,3,0,1,0,2,0,2,0,0,31,0,1,0,0,1,0,8,1,229
TCGA-43-6647-01,3163,55,178,130,33,41,14,44,10,16,29,2,214,22,14,16,0,50,56,2,36,1,11,7,8,6,6,1090,105,20,5,0,28,20,73,2,7,49,1,2,414,6,22,2,4,5,0,1,1,0,9,14,0,0,10,13,2,14,19,8,46,60,3,226,0,0,0,4,0,0,3,31,15,57,110,24,4,3,4,28,10,10,0,5,28,2,2,1,1,0,1,0,345,15,4,0,13,22,4,60,2,8,3,2,50,1,0,996,31,23,0,24,1385,16,27,0,0,32,24,1,0,0,0,1,0,5,0,1,7,0,0,59,0,22,19,0,1,4,0,1,12,0,0,1,81,0,0,1,3,4,1,3,14,0,1,0,1,0,0,5,0,0,0,2,4,1,4,24,2,0,0,12,0,0,1,3,2,0,5,1,0,2,3,0,1,0,9,0,2,1,1,5,2,11,0,2,0,8,0,1,0,0,3,0,0,1,0,44,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
TCGA-43-6770-01,9163,477,446,89,43,47,24,205,6,23,9,1795,1845,271,64,28,2,58,2993,1,63,61,31,10,12,39,72,892,99,60,41,1,7,40,86,4,28,110,3,83,594,65,91,9,32,52,7,8,22,164,15,51,361,3,12,155,59,84,27,23,0,3,199,110,17,6,8,112,52,9,44,120,208,1,123,6,7,3,9,42,3,65,8,2,292,2,13,8,10,9,15,3,345,26,7,1,28,14,120,1,15,0,11,2,3,15,19,261,90,105,65,14,3072,10,11,1,34,6,10,0,1,6,0,6,2,20,6,0,11,1,2,18,0,6,7,1,0,14,11,21,5,0,2,5,2010,3,19,6,7,33,4,1,13,6,1,11,12,1,0,15,45,1,5,6,2,25,71,44,8,1,4,12,1,2,3,3,0,2,0,14,1,8,0,8,2,1,4,4,0,0,6,2,2,0,0,0,10,0,0,15,1,0,1,1,7,1,0,0,5,7,2,0,0,0,5,1,1,1,4,2,0,0,0,1
TCGA-43-6771-01,3587,2,0,0,20,18,17,166,10,4,35,4,786,60,1,7,0,7,7,1,305,55,18,0,0,6,8,327,0,7,15,0,0,1,20,2,6,415,0,1,0,1,36,3,1,16,0,0,2,2,0,1,1,0,2,292,9,1,9,0,13,27,23,33,0,0,2,2,5,0,8,104,15,11,49,9,2,1,12,24,14,7,3,18,37,0,2,0,2,0,2,0,115,8,3,0,8,5,5,30,14,4,6,1,4,0,1,19,46,33,4,0,610,11,1,0,0,0,2,1,0,1,0,0,0,1,0,1,3,2,0,513,1,18,8,1,0,3,0,0,2,0,0,2,394,0,12,0,3,0,4,1,0,0,2,2,13,0,15,1,0,0,39,0,12,1,0,33,0,1,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,2,18,0,12,2,0,6,0,38,0,0,0,2,2,6,0,0,0,2,0,0,0,3,2,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0
TCGA-43-7656-01,2571,172,338,83,24,47,39,39,67,25,28,3,1751,20,1,17,4,52,23,0,28,0,64,0,8,30,35,561,0,74,22,0,25,18,325,0,32,1,0,15,1,47,38,10,11,17,23,1,26,328,25,6,202,5,28,3,83,1,39,5,2,2,1,47,38,2,24,21,27,1,290,20,36,0,224,0,23,3,0,13,1,6,14,4,44,0,3,4,7,8,1,35,7,5,5,1,9,7,16,0,15,1,11,2,1,19,14,4,1,22,0,4,1646,1,11,0,1,20,3,0,0,3,0,11,0,2,2,1,26,0,1,1,0,31,1,2,2,1,5,15,552,1,2,8,2070,2,1,1,2,0,0,1,0,8,0,2,0,0,1,7,0,0,1,1,9,0,5,1,4,1,1,1,0,0,3,0,4,2,1,163,0,0,3,3,1,0,1,0,0,1,0,0,5,0,0,6,0,1,0,0,1,0,1,28,0,6,1,1,0,1,0,67,1,0,0,2,38,0,0,0,0,0,0,0
TCGA-43-7658-01,94,67,21,1,5,42,46,5,9,5,0,221,1549,97,2,29,6,0,1075,1,132,74,101,0,3,45,28,591,2,213,58,9,846,0,45,1,24,2,13,49,2,24,110,5,63,31,31,7,56,76,2,1,0,72,11,109,33,0,226,30,0,25,0,29,52,2,460,105,4,8,663,20,61,6,111,34,77,9,0,2,23,25,51,9,128,91,5,16,38,9,11,0,11,3,6,0,72,1,50,1,8,1,38,1,7,13,36,9,44,18,81,1,2217,65,82,0,900,89,3,0,8,3,0,41,4,0,7,1,136,0,0,2,0,5,9,1,10,2,5,0,25,0,0,14,2821,4,6,6,9,18,1,15,10,0,1,2,2,2,3,0,2,1,1,11,29,9,0,1,2,3,0,2,0,7,200,4,11,0,1,35,1,0,4,3,0,0,3,26,0,176,0,0,1,14,0,3,1,0,0,7,0,0,0,1,0,0,0,2,0,0,2,112,1,5,0,3,65,0,0,1,0,0,0,0
TCGA-43-8115-01,492,188,195,83,16,38,37,141,9,17,3,896,220,12,47,17,0,18,1454,1,51,157,27,218,9,10,24,911,71,23,23,0,58,17,28,1,11,17,5,11,93,21,45,0,8,9,3,3,12,26,16,0,73,3,11,67,28,33,22,23,5,9,1,75,7,0,72,1,12,0,7,30,172,1,83,25,17,4,1,14,13,47,12,4,39,0,2,4,3,4,1,1,140,18,25,2,17,13,1,0,4,2,5,2,4,36,7,9,1,21,1,0,1442,2,17,0,0,21,1,0,3,0,0,8,1,5,2,0,27,0,0,13,4,46,5,1,1,0,6,4,6,0,4,22,147,0,5,2,19,6,4,1,0,1,0,6,1,0,3,1,4,1,0,1,1,3,0,10,1,7,1,1,1,2,0,0,6,2,7,3,1,1,3,3,2,1,1,19,0,0,1,3,0,0,0,1,0,1,1,4,0,0,0,8,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TCGA-43-8116-01,7581,212,214,49,5,25,10,19,22,9,13,387,917,21,105,4,2,0,120,1,41,3,28,22,3,5,11,205,45,12,15,0,0,6,12,1,10,4,0,6,7,7,44,1,8,16,2,46,2,8,13,26,4,0,5,1,16,7,5,5,5,1,0,164,4,3,30,4,1,1,2,31,21,0,53,7,4,0,5,28,3,7,3,10,63,8,7,3,3,0,2,17,20,2,77,0,15,5,3,1,4,4,2,3,4,7,7,315,17,7,63,2,540,497,33,0,0,14,19,0,0,1,0,1,0,27,0,1,31,0,0,48,0,14,64,0,0,1,8,9,15,0,0,8,1766,1,0,0,3,15,2,0,0,0,1,2,1,1,0,4,5,0,0,1,4,1,3,1,1,1,0,15,2,1,1,0,1,1,0,3,0,1,5,1,0,3,0,1,0,3,0,0,5,6,0,1,0,12,2,0,0,0,0,0,0,0,0,0,1,12,0,0,1,0,0,0,0,0,0,1,0,50,0,0
TCGA-43-8118-01,2120,422,141,54,5,45,27,213,15,9,82,966,1132,288,0,13,2,150,996,0,138,31,54,1,10,24,21,478,27,36,13,1,74,8,165,3,20,1010,3,12,0,14,35,7,17,44,0,91,12,9,7,14,136,4,16,39,36,22,19,0,0,113,375,142,4,1,1,5,22,14,4,61,78,12,160,62,3,5,4,28,1,37,30,0,102,2,5,9,6,9,27,1,80,24,75,0,12,18,3,0,1,0,34,3,67,2,11,457,98,73,36,4,1016,36,1,0,0,22,5,0,9,5,0,1,0,24,1,0,0,0,0,13,0,0,2,1,0,0,14,3,3,0,0,12,402,0,15,3,4,122,0,1,0,4,1,1,6,1,0,7,26,1,8,2,1,56,8,6,5,3,1,7,0,1,0,6,1,1,1,1,1,1,7,1,4,1,1,0,0,1,0,2,4,0,0,5,0,1,7,1,0,0,0,4,0,0,0,2,0,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0
TCGA-43-A474-01,6469,229,242,123,8,22,18,178,31,2,38,760,1401,16,13,32,2,112,127,0,128,57,30,2,0,17,44,142,128,19,16,0,109,0,2082,1,15,28,3,19,2,11,41,6,9,37,17,53,25,61,25,39,409,0,1,2,66,32,26,82,18,1,4,16,7,19,43,40,23,2,90,41,28,10,37,0,15,0,3,2,2,26,50,138,10,0,3,3,3,5,2,2,606,113,2,0,13,2,25,1,9,1,9,23,2,19,13,3,1,9,0,3,603,4,0,0,0,0,5,0,0,0,0,3,0,66,0,0,0,0,8,66,0,0,2,0,0,0,38,3,1,0,0,1,19891,0,67,0,32,2,0,0,2,0,3,7,3,0,0,13,3,0,6,0,2,40,0,7,0,0,4,10,0,2,0,1,10,1,2,0,0,2,0,2,0,5,6,0,3,1,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-43-A475-01,9666,757,369,41,12,58,23,81,180,33,5,787,2187,62,5,65,4,0,1612,0,22,49,49,0,14,28,15,734,10,65,36,0,17,4,31,2,38,1,1,8,469,15,72,7,26,24,13,487,28,44,33,204,213,8,33,10,37,205,10,13,4,7,1,302,78,5,2,2,7,0,1,117,112,9,135,48,20,13,0,47,44,57,9,1,452,1,3,6,9,1,4,1,325,44,5,1,20,3,4,1,15,0,22,5,7,22,22,3,20,21,95,1,4358,18,50,0,5,19,13,0,1,1,0,5,6,5,0,1,0,0,5,0,1,21,5,0,0,2,60,4,69,0,6,12,226,0,8,2,0,11,4,21,0,3,0,10,2,1,0,12,6,0,0,1,7,1,0,10,0,1,3,5,0,0,1,8,0,0,2,2,0,1,0,0,1,1,0,1,2,0,9,0,231,0,0,6,2,0,2,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,1,0,6,1,2,0,0,0,1
TCGA-43-A56U-01,1692,108,141,34,39,46,49,68,19,76,4,249,1079,86,3,16,2,50,76,0,33,119,43,0,10,16,2,580,34,17,14,2,14,7,54,3,21,29,0,12,0,18,57,2,12,28,0,109,12,6,23,11,107,5,11,10,33,1,14,17,44,12,1,238,4,6,13,8,3,0,22,75,40,6,380,21,3,1,0,20,1,6,16,50,78,0,15,4,4,3,11,8,34,21,24,0,14,16,2,0,2,2,14,4,3,12,9,143,17,40,13,5,4249,7,19,0,0,9,12,2,0,190,0,7,25,6,5,1,6,2,4,34,0,175,8,23,0,1,2,704,29,1,4,12,1480,0,3,1,7,8,6,0,0,0,0,24,1,1,3,3,1,14,3,4,11,56,0,2,2,1,0,2,9,2,1,2,1,35,2,1,0,4,1,24,1,0,1,1,1,0,4,2,0,0,0,1,1,1,0,0,7,1,0,3,0,1,6,0,1,2,0,0,3,1,0,0,0,0,0,4,0,0,0,1
TCGA-46-3765-01,4331,146,188,53,22,23,22,151,7,7,10,417,706,102,473,14,0,81,760,0,31,20,28,1,0,15,19,448,13,78,3,4,4,24,20,1,16,199,0,22,5,5,8,2,10,8,4,19,7,42,10,18,158,6,2,40,20,26,13,11,0,1,4,119,24,0,0,5,4,12,11,5,10,1,38,13,5,0,3,9,1,79,4,0,52,0,13,16,6,16,5,11,102,22,54,0,7,8,2,0,3,4,3,1,7,4,2,16,43,4,3,3,1227,13,0,0,0,2,11,0,1,1,0,9,0,29,0,0,1,0,0,15,0,3,3,0,0,0,14,0,11,0,3,3,6232,0,3,0,3,28,0,0,0,1,0,0,1,0,0,1,6,4,7,2,0,23,5,3,1,0,0,21,0,1,1,5,2,0,3,0,0,1,0,8,0,1,0,0,0,0,1,3,0,0,0,1,0,1,3,15,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TCGA-46-3766-01,1018,55,34,48,24,35,29,37,3,16,1,185,173,307,2,6,2,2,162,0,24,4,1,0,3,3,4,729,1,2,2,0,0,3,5,0,3,4,2,2,56,2,5,2,4,1,0,3,1,0,2,1,4,3,9,13,0,1,8,116,7,0,0,119,1,2,0,3,4,0,60,19,19,5,70,17,2,5,0,2,0,9,0,13,8,0,0,1,1,1,3,0,51,14,5,0,0,2,1,5,2,4,2,0,0,2,3,24,197,36,0,1,471,15,5,0,0,4,3,0,2,8,0,0,0,7,2,0,0,0,0,45,0,64,11,0,2,4,1,31,5,0,5,0,422,0,0,3,6,37,0,0,0,0,0,0,1,0,0,1,47,0,0,9,0,5,5,17,11,0,0,0,0,0,1,0,1,1,1,1,0,0,4,2,0,1,11,0,0,0,1,7,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0
TCGA-46-3767-01,2322,223,93,120,61,61,36,85,6,25,4,265,177,310,2,22,0,0,301,0,44,1,13,0,10,9,12,1211,3,11,11,1,111,17,21,0,7,20,2,6,4,5,30,8,5,6,8,12,4,13,12,1,161,1,20,8,9,1,31,28,62,1,2,148,7,2,2,3,6,2,19,35,39,4,133,46,8,2,0,7,4,9,0,29,15,0,0,2,6,0,3,1,77,45,43,0,8,9,4,2,5,6,2,1,1,6,6,81,120,41,5,0,586,6,5,1,0,38,6,4,1,0,0,1,3,2,1,0,12,0,0,14,3,45,2,0,3,1,1,0,6,2,5,2,629,6,1,1,8,25,2,0,0,0,1,1,1,2,3,2,27,42,0,2,1,1,11,18,24,0,0,2,1,2,2,0,1,6,2,0,0,0,5,7,0,0,6,0,0,0,0,6,1,5,1,1,0,9,0,0,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-46-3768-01,1009,828,42,41,5,15,12,41,14,6,26,1268,543,78,43,14,0,0,5155,0,83,101,20,3,6,10,47,222,10,26,4,1,18,3,43,0,6,3,7,25,15,13,31,0,19,8,2,63,16,53,5,19,20,4,1,8,6,79,20,0,5,5,4,72,6,1,9,66,90,0,0,8,35,1,97,14,27,0,0,0,21,101,11,1,15,7,13,5,11,5,21,3,346,1,3,0,7,3,33,0,8,1,4,0,32,4,1,58,22,5,0,0,890,3,2,0,1,14,1,0,0,0,0,2,7,0,1,0,2,1,0,4,0,6,5,0,0,0,5,2,3,0,0,10,39,0,8,0,593,25,1,0,0,0,0,1,0,0,0,1,10,0,7,2,2,15,3,5,4,0,0,2,0,1,1,0,2,0,0,0,2,1,0,6,1,1,0,0,0,3,1,0,0,1,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,25,0,0,0,0,0
