Unnamed: 0,CCNB1,ZWINT,PBK,GJB3,CBLC,KPNA2,HOXC13,ATAD2,HOXA10,IQANK1,RHOV,PRKCE,ALDH3B2,LMO7,AKR1B15,ARNTL2,HECW2,FAM83A,TGFBR2,GPT2,PYCR1,SLC9A3R2,RBMS2,BOP1,MYRF,RPS6KA2,PREX2,PPP1R14B,H2AFX,GSDMC,SLC1A1,LIMCH1,GADD45B,UTRN,TMEM100,CD55,TSKU,GPD1L,CITED2,PTPRM,KLK6,ALDH3B1,RECK,MYEOV,CASP14,RHOBTB2,ATP11A,SLC7A11,SYT12,LRRK2,TSPAN4,NCCRP1,DDX11,TMEM125,EEF1A2,C1QTNF6,PLEK2,FBXO32,ARHGAP29,NTN4,CYP24A1,STEAP1,PAX3,C2,DDAH1,KCNQ5,HIST1H2BD,TREM1,FOLR1,LEFTY2,RND1,STEAP4,SEMA3B,MDFI,TBX18,ENPP4,AKAP12,OLFM4,INHA,B3GNT3,LPCAT1,NR4A2,ULBP2,TNNT1,MLPH,COBL,ECEL1,SFTA2,PTGES,ADAMTSL4,SERTM1,B3GNT7,PRDM16,SLC16A4,EPHB2,KLHDC7B,SELE,ABCC2,KRT80,C15orf48,PROK2,RORC,GREM2,HOXA9,TMC5,SLC44A4,CAPN8,ELAVL2,PAEP,MAEL,TFF1,SMOC1,MAPK4,S100P
TCGA-39-5021-01,3716,2968,1203,1326,2239,11894,256,2953,242,2342,468,255,300,2386,82,3580,254,94,2492,2450,4411,1046,1026,3564,833,806,441,3120,3484,156,301,2816,921,3512,61,2965,3880,620,1002,496,15,426,424,88,0,496,2172,4843,151,595,999,84,2087,1024,720,751,470,1101,445,859,349,1159,1,792,1681,82,421,271,273,1,355,186,140,587,43,1051,1461,92,10,544,4660,257,1119,1526,165,339,91,110,459,212,22,932,42,169,548,411,83,16,676,237,3,69,12,24,228,330,83,0,43,3,10,570,57,122
TCGA-39-5028-01,2828,1167,442,8607,563,6381,883,1920,259,2033,2052,639,2623,4560,958,10269,259,12908,10604,756,2315,2888,4099,7084,196,1492,155,4533,1247,1390,319,1427,1581,1671,89,10448,5098,1561,3229,1093,338,4224,417,185,13,830,1585,24537,235,797,2983,2084,1741,924,29,1472,3530,5952,596,2059,3762,2010,0,793,1384,70,435,1905,2441,2,144,4669,977,2444,142,1722,1109,73,21,1067,3999,1090,775,3664,890,563,19,191,2378,1247,2,2690,101,377,1469,614,490,81,6378,1389,27,627,46,10,4248,6862,292,136,123,4,24,210,44,8326
TCGA-39-5029-01,3785,2146,606,5254,2411,8140,557,3963,184,6193,3165,903,5041,3919,2848,2805,346,19532,5544,1816,2264,2786,1467,10123,568,968,156,9378,4068,201,440,2825,1591,2343,133,3105,10423,5659,1884,810,87,1149,223,8980,1,936,1641,1936,1144,708,1238,1796,668,645,1746,873,5197,4842,601,2174,20706,1196,2,874,821,188,867,649,596,9,158,644,2371,1751,298,809,1284,1,55,3968,7539,304,2677,2189,510,140,96,347,7719,367,14,1684,244,157,4266,553,176,57,1295,384,1,201,35,5,886,1804,107,5,10,7,92,31,18,24366
TCGA-39-5030-01,1669,1274,511,1756,488,6960,69,2075,116,672,588,302,531,1581,16,2665,546,193,4018,820,1710,1746,1261,1727,125,1054,138,1863,2803,161,239,1239,1173,3391,48,1925,3480,400,2364,2143,93,763,357,88,61,1395,1445,350,63,541,1766,51,581,239,26,1102,1291,1672,1385,1522,381,572,38,923,1168,629,373,380,274,11,342,277,143,534,127,721,1294,66,6,141,3909,274,294,38,237,59,165,123,4246,534,0,287,47,227,6368,1210,4842,32,548,276,4,111,82,49,115,221,79,48,10,10,1,87,47,183
TCGA-39-5031-01,4280,2230,1595,2499,2927,10015,753,3819,490,4157,1952,2673,5302,2703,41,4165,575,3597,3734,4970,3023,2351,2106,4762,1371,2246,253,7307,5702,705,390,1553,4549,2563,183,7608,11471,2340,2787,2420,389,1039,695,198,15,1915,2348,541,89,2979,1590,1589,969,1484,9669,1253,1980,2338,1059,1720,472,1253,85,953,2347,449,736,765,1303,81,1468,4364,509,3396,293,1014,1344,57,27,202,13651,1405,830,2581,1350,330,3760,982,1165,244,6,859,242,356,1400,242,403,25,3845,334,27,128,91,57,961,1377,550,128,9,29,14,70,654,588
TCGA-39-5034-01,3870,2392,1534,1,1309,10142,226,8503,13,4453,652,346,1247,5310,120,371,640,2867,5348,2691,4459,3198,764,6201,896,1897,606,5252,3218,277,1026,4551,1805,3451,69,4325,5478,1262,2203,519,3169,2859,503,1861,0,1048,15527,6820,43,289,871,1,1736,3348,37,863,545,4305,1553,543,1414,516,1,1228,7178,73,663,4348,565,10,1311,358,40,557,10,1805,1196,2,6,2476,108869,553,10,2,1921,116,54,2243,121,190,3,95,2624,520,2033,78,22,2663,1095,180,39,889,19,2,7588,1676,1767,44,23,20,31,2479,11,2810
TCGA-39-5035-01,4296,1194,1850,1789,3164,8295,1336,3344,468,2181,1566,587,1928,1301,210,1720,139,980,2208,1934,2784,1413,931,5793,108,1549,54,6660,3185,940,99,2612,1396,2433,111,4641,2523,850,4237,947,104,400,220,1492,261,524,2717,59,233,1541,814,49,1962,1636,1,821,721,5494,271,403,1400,191,0,1091,507,570,1102,315,297,21,329,197,92,3213,4,927,440,5,3,1523,4282,908,355,21,575,1404,23,155,235,190,1,200,19,131,3393,217,62,44,1543,556,3,81,16,139,659,343,89,13,30,1,8,52,28,70
TCGA-39-5036-01,3910,1586,1189,2065,1104,9068,50,1860,167,1896,3756,547,1484,1585,761,2766,149,1929,1524,2295,1889,925,1044,2215,258,403,10,6934,10005,127,87,752,899,701,44,3568,14249,1067,2530,132,537,726,123,760,7,456,1904,7324,141,527,317,754,681,996,50,508,183,1935,579,621,22,317,12,565,667,526,2873,219,855,9,224,935,330,907,84,573,113,70,4,1946,3737,422,765,513,611,181,8,542,2210,109,28,578,247,112,1273,117,8,2202,3573,219,0,105,1,9,1015,857,128,5,20,207,21,1297,23,2953
TCGA-39-5037-01,7185,3146,2918,2409,3031,16272,570,3667,1419,4180,5513,471,5055,2508,1101,9876,148,303,492,3110,4150,1071,586,5355,200,592,33,9041,7600,846,119,1628,496,1459,123,2461,6873,1509,446,218,299,151,459,9,48,352,1352,12056,497,1765,577,166,2086,611,1458,568,963,1415,269,864,100,1645,65,437,904,175,1514,232,564,0,1014,630,105,3660,926,444,108,19,44,125,4083,204,369,1151,707,427,450,547,857,48,111,344,205,78,492,95,52,42,716,173,1,132,9,73,245,415,189,1,3,18,17,81,63,205
TCGA-39-5039-01,1357,1043,296,2690,4849,4140,195,1091,132,1490,1800,508,1165,3765,70,3654,249,15679,3678,256,2687,2247,1286,2335,313,2079,183,3451,1445,744,1636,2505,3751,1981,97,6009,2926,1345,3835,1432,28,736,325,105,77,2618,4400,523,22,5850,1270,155,370,2832,62,1391,1936,3483,1822,2927,7518,1781,0,1580,2179,107,386,1097,2971,8,2640,1182,560,1773,254,459,1532,347,10,4041,24882,714,757,3847,4344,339,2,3365,3722,230,0,1329,131,618,1183,72,1899,32,824,125,2,297,23,5,1872,2214,704,9,30,16,9,18,55,7809
TCGA-43-2576-01,1145,1263,182,693,1606,4805,492,895,54,2447,2820,332,3284,11512,596,1512,322,12667,3488,1276,4552,10160,3259,2456,455,2968,162,8899,5507,110,164,5427,3618,2191,55,3883,3945,883,1826,1836,26,5080,397,737,977,1656,22697,194,1324,215,3018,3889,753,2779,100,2937,1396,4644,2006,3486,3205,1216,0,1732,2396,30,1997,10378,11361,7,2428,1465,1024,4575,135,491,557,0,18,4422,17733,249,33,1188,9981,680,102,4164,5017,466,4,3834,36,622,1937,687,124,433,5190,2813,2,1207,12,18,4242,3149,2377,4,77,57,320,136,18,27713
TCGA-43-2578-01,5611,3850,826,389,98,17718,335,4817,607,6103,1152,668,1820,4254,231,1092,643,111,4594,5442,10601,3553,2467,9572,473,3895,566,6471,10370,116,366,2104,2423,7822,241,3668,9917,1371,2912,1215,129,1844,493,127,9,3228,5649,7722,45,6796,1998,141,2903,2585,1796,947,249,1509,1358,1685,626,996,115,1899,1312,748,1669,646,2147,33,572,1972,1782,3753,131,1539,973,2,115,332,21331,460,234,4059,3620,444,363,1096,609,483,3,1139,533,433,1656,272,78,4145,1289,108,2,476,80,214,1748,2377,747,5,21,0,40,33,66,2613
TCGA-43-2581-01,3207,2728,297,20,1092,14460,2,3153,3,4212,123,841,168,7477,2,2145,2237,1936,25467,1546,5806,2527,4171,6010,781,5873,83,3603,3716,765,2120,2247,9056,6384,13686,73952,763,2196,22570,3451,0,2359,338,53,0,14241,36303,1094,531,8475,4093,22,1224,2077,2888,1539,1483,1337,1372,833,3248,392,0,1017,2776,231,2335,8330,342,29,631,2730,237,543,13,2172,1111,1,3,311,29171,6519,36,69,6341,2245,38,4103,3317,979,0,36137,87,3068,2833,497,253,41,1095,1421,22,120,511,6,1026,468,83,293,9878,4,2,52,5,66
TCGA-43-3394-01,4540,1949,815,1917,2184,16268,233,3452,743,3971,1087,641,38,3309,157,12634,377,280,2497,1057,7216,1345,1790,3111,284,1351,135,4155,3724,2614,180,1873,1338,3328,144,6319,4154,1840,2010,650,274,529,485,31,26,773,1792,2488,349,2347,971,257,3094,886,374,1957,306,3252,973,1849,160,2236,17,533,1846,651,572,1270,1227,4,761,1482,600,2042,931,924,694,41,157,592,7066,766,656,1190,1374,1119,34,726,731,231,11,529,203,164,769,240,257,55,1703,267,39,308,59,50,548,729,558,1,26,4,92,26,100,118
TCGA-43-3920-01,6418,613,1134,597,449,10791,64,4737,560,1188,1011,546,1440,1350,262,3877,550,872,3084,874,3207,828,1345,1437,101,611,847,3031,2823,353,483,720,1784,1460,203,12077,4135,920,2185,1047,81,221,701,38,184,332,837,439,100,454,1555,869,725,299,322,1418,303,4772,5452,1429,528,5303,44,476,750,561,563,1519,67,7,151,612,203,1884,1238,1242,2426,14426,45,884,4612,613,759,876,367,35,97,27,6100,268,27,462,15,310,1485,240,68,28,1859,1148,77,57,116,151,367,195,82,2,53,49,418,47,54,4380
TCGA-43-5668-01,3032,3590,519,592,3192,30217,61,6865,263,5791,946,1593,2409,3521,3,1522,1771,7556,12902,2819,7782,6160,6899,4204,1756,4627,104,6892,4775,921,104,14534,2668,16971,21,9786,32801,7083,7556,1551,7,10012,1033,33,3,1776,5563,733,512,1054,3212,6923,1032,4254,41,3020,496,5099,7802,4795,4,624,0,2484,8637,125,2831,317,172,15,375,7280,2443,1146,9,6024,7267,1,5,5994,82682,1432,42,4388,11939,31,71,43,1337,1328,0,5792,113,258,3868,794,139,16,9627,385,5,3134,2,14,58,81,26,2,3,2121,4,99,2,16641
TCGA-43-6143-01,7440,10977,1813,1282,4408,15867,89,26084,790,9730,2215,3795,4419,7068,1908,904,887,320,4742,8277,2381,1856,2513,13017,3024,1890,251,8920,7347,704,230,4037,3729,10842,181,5028,9515,2004,4301,2697,34,716,960,90,4,1144,10355,4417,1010,782,1400,90,4081,895,28,1404,1745,10662,951,720,197,1093,45,511,2679,474,1242,336,627,14,147,284,281,1053,778,1527,1712,197,8,47,3329,552,207,1140,2914,592,317,19,525,716,2,378,74,256,12077,229,59,251,14132,135,1,893,48,1272,458,635,57,2959,12,117,7,671,606,158
TCGA-43-6647-01,2053,1025,372,1775,802,7694,603,2128,117,1116,528,715,1035,2938,847,7101,1063,1546,13843,2562,3902,2204,4481,4139,306,2775,171,5453,1425,1945,1148,1025,1709,4253,37,4494,17467,532,2511,1997,27,899,825,495,4611,1293,2985,3490,336,870,4444,466,1020,162,92,6452,1907,14856,4103,535,2213,1651,3,695,1605,221,361,2424,140,8,383,385,1765,4467,508,755,3268,77,33,369,9640,885,987,2225,819,54,16,51,6645,1212,0,483,86,422,4064,788,1241,66,1001,260,6,68,23,5,181,184,77,229,185,7,4,779,10,64
TCGA-43-6770-01,5617,3224,1222,3649,2668,22579,78,4190,381,9006,4277,1353,1675,8122,503,11088,1265,385,6294,8868,10520,3221,3187,9557,270,3124,269,7923,6030,1765,497,4507,1904,9379,255,3237,14441,1301,4504,1689,193,981,661,135,139,1591,5820,20308,192,2534,2071,567,2457,1054,117,4072,840,2525,1358,1543,515,1641,6,1074,2890,2616,1460,2055,781,1,443,1155,633,1795,636,500,2771,7,128,524,10771,616,757,609,2141,288,63,343,5142,1006,34,892,230,264,1270,252,86,265,1860,222,21,347,233,31,505,793,430,2,27,5,184,87,549,334
TCGA-43-6771-01,4318,2412,661,21108,3424,6952,2,1845,2,3221,11000,849,64712,5475,901,8132,1518,27477,10607,6372,6113,3687,3625,5183,129,948,149,21387,3109,1262,52,1041,1964,5336,19,6533,16689,2185,5644,1429,50208,2896,460,8007,45200,921,4553,1042,2456,258,2863,1356,1750,175,27,5190,18029,3041,1559,1548,421,1113,1,770,469,99,1948,694,23,0,428,568,1929,7185,47,164,1298,32,48,4830,9959,360,1299,5207,1749,912,20,0,3134,2993,0,1443,65,121,8161,2695,123,31,5375,554,43,1054,37,1,630,127,20,8,56,0,2,254,8,5176
TCGA-43-7656-01,3908,3579,995,471,1075,10870,416,5513,903,3274,1732,295,2167,1970,31,1232,559,1541,3747,5165,2912,2417,1215,5638,689,1795,190,4865,5287,102,132,850,1179,7272,61,3731,2480,1679,3288,2102,19,430,600,548,258,922,1522,1545,1758,382,1197,238,1624,195,26,1795,169,3136,1733,876,2391,392,47,827,2676,550,344,132,18,10,1045,271,238,1495,18,572,845,117,120,58,6731,563,262,15,108,32,179,2,613,267,0,2713,78,221,1912,517,92,67,818,786,0,97,12,999,91,172,6,3,29,3,1,1347,216,1190
TCGA-43-7658-01,7773,8077,1644,655,883,14626,449,9488,1356,1229,1499,505,5653,1607,9,1313,232,478,2187,5609,2145,1912,1883,1763,431,1819,49,5199,7826,157,1072,3568,1754,6897,475,1441,2908,1203,3577,1033,3,690,461,336,22,2593,4008,171,922,961,2650,310,6168,2790,13570,1503,1228,3547,647,482,60,143,2,1146,5203,31,674,121,322,11,657,237,934,9560,3,2461,1782,27,134,232,24177,775,75,1155,3417,441,150,203,1945,518,3,1080,130,158,6157,422,46,37,3928,155,7,1501,15,505,4870,593,261,1384,16,236,27,1479,681,238
TCGA-43-8115-01,2064,3812,432,1077,569,6858,168,2948,247,1886,689,1155,409,4401,131,2285,526,328,6496,2552,1829,1616,2156,2132,429,2373,213,2712,2334,191,313,942,1815,4983,44,3881,3895,862,1701,1659,20,802,1115,33,15,712,5540,407,122,777,1923,112,1682,475,240,1539,683,4922,1006,302,47,952,9,959,2075,104,378,860,37,1,128,227,545,1322,75,996,1565,3,26,184,3367,412,313,1229,199,515,352,10,321,1067,3,431,63,214,1263,456,194,35,3776,162,17,26,64,89,47,465,11,16,15,23,1,51,304,48
TCGA-43-8116-01,2145,2199,581,3341,2598,5655,7,2325,306,2194,1045,652,3392,1433,53,6700,198,640,1504,907,1949,1088,1201,7679,125,1302,101,5690,1729,347,97,285,602,1809,23,2076,2821,978,1905,583,0,272,116,187,1019,548,2480,401,36,755,480,48,4661,234,8,467,695,2043,704,456,1301,902,82,216,832,601,164,334,234,2,541,346,105,1238,71,571,273,48,8,614,3097,126,95,16,399,70,12,129,3611,205,0,157,38,147,2930,3974,79,33,1393,102,10,111,6,490,307,978,124,40,1,3,4,66,29,532
TCGA-43-8118-01,3725,4217,1275,2383,1439,11851,375,4184,207,4634,2117,710,4453,4234,12,6458,398,2305,5110,1633,2225,1954,1433,4338,584,3802,286,4031,4029,1227,454,2542,1802,3617,307,2977,3617,1516,2194,1521,243,994,348,99,1,2721,6245,799,24,11573,1247,1371,1894,1138,67,1685,463,1955,1149,2245,259,1143,113,1018,1144,452,93,1206,990,6,159,1656,502,1749,264,806,621,136,95,1385,13524,220,681,1234,2020,641,26,656,1228,974,1,672,334,194,469,143,43,190,2828,267,2,422,26,18,818,1269,1556,1,61,11,26,5,72,58
TCGA-43-A474-01,4962,2050,1513,2031,2067,4804,72,4089,628,5094,5744,675,1081,6069,282,4765,196,5967,1690,1974,4223,1729,2452,8674,71,271,58,3655,2202,1429,250,2607,718,4271,3,7373,7007,400,623,351,225,402,312,434,35,233,3541,21579,481,46,650,339,2481,10,77,1658,1354,884,163,366,10,3775,0,156,241,1337,1530,189,27,1,15,84,646,1342,1391,17,688,0,47,868,6400,1324,634,616,81,12,3,4,2906,295,21,161,39,127,43,2918,14,97,1035,35,4,19,17,25,71,220,4,2,16,5,2,1748,1,3918
TCGA-43-A475-01,2862,3480,1805,884,1968,10341,54,5653,224,7422,1962,583,2385,3556,0,4810,293,39,3642,3155,257,744,1303,5515,147,1153,143,2234,3757,105,210,856,1844,3775,40,1551,7598,1646,1877,1819,1,881,374,27,11,645,3378,10972,13,1458,1757,22,4090,182,8,833,430,1881,677,1665,140,925,12,1982,471,551,286,208,162,4,144,316,130,871,433,625,674,1,60,18,5378,739,82,17,291,141,38,137,1602,644,7,435,44,169,1277,1297,111,205,108,349,7,67,33,89,153,75,114,0,0,9,0,34,336,22
TCGA-43-A56U-01,1245,1041,421,3057,1240,2196,114,2111,61,2757,7110,583,4770,1843,862,1038,338,3401,4218,1954,1099,1714,813,3150,103,2027,207,2930,1250,3464,286,1280,4563,3320,141,5903,1043,1090,3325,1463,163,1590,377,561,2867,606,2711,254,128,633,1245,398,1843,475,669,945,183,3326,1035,711,5511,441,0,602,843,88,477,445,493,6,299,3328,270,1365,53,953,1585,11,42,329,3699,2205,576,388,1450,422,32,22,1054,716,6,920,171,187,1435,782,570,110,1831,288,30,436,67,12,4013,7456,281,5,94,3,19,122,131,1540
TCGA-46-3765-01,2608,1441,652,1159,2517,10534,380,1838,380,2208,2821,480,990,2050,478,2595,343,266,3361,1098,5108,1196,1292,3044,327,2135,89,4238,1675,512,234,1574,1359,2201,95,5091,4711,1047,1226,855,54,309,545,110,5,758,1644,5889,49,2387,756,130,524,756,28,844,893,2041,888,1267,56,976,6,538,1583,99,371,696,612,6,339,1158,138,1562,318,1297,814,15,34,230,4433,345,734,220,488,273,5,405,1433,232,4,406,48,286,253,171,21,124,324,343,15,156,2,17,381,412,263,2,16,4,11,56,17,1193
TCGA-46-3766-01,614,569,150,735,466,2367,81,1034,104,996,993,500,394,3051,62,1584,628,239,8931,374,959,1967,2320,1078,206,2500,306,2549,775,332,528,2388,1113,3290,641,5754,2444,1603,2616,1472,116,1023,682,57,11,1478,2424,161,768,4477,2231,299,346,1495,38,2181,516,6556,2076,2174,1775,930,2,1229,1355,124,304,1460,1612,10,231,2170,272,1455,50,1278,2077,170,3,395,7706,139,395,697,1585,298,25,1164,1850,636,20,979,165,666,1287,351,311,16,1533,214,5,436,38,18,787,1162,265,8,4,23,27,328,57,285
TCGA-46-3767-01,1405,1297,300,1137,574,3500,467,1975,236,1558,1972,590,1408,3626,156,4015,1138,1983,8698,685,1664,2220,3434,1299,376,3371,440,2629,1047,577,249,3551,1756,4917,288,7279,3642,1339,1767,2170,14,922,968,94,1908,1768,3358,262,387,2683,2303,324,772,1038,262,3932,664,4645,3088,2847,1061,1372,11,503,1231,173,601,1536,1254,99,2041,2862,407,2190,279,1225,2601,5575,56,284,7505,982,621,398,1126,280,47,765,4212,449,9,583,215,843,1887,219,660,48,1906,439,23,165,62,38,701,689,257,28,45,180,44,70,248,995
TCGA-46-3768-01,5540,5975,2046,1051,3670,22183,289,7147,646,6210,972,1006,2154,3500,1981,1745,331,71,3290,3517,4212,1006,1839,3819,1008,2298,87,2437,6048,299,271,3027,1340,4859,173,8523,9220,1734,1042,586,1142,460,2169,14,16,751,3548,13146,20,1928,831,48,1958,845,1630,886,201,2195,496,2136,92,455,2,488,1392,77,138,836,385,3,233,208,394,1063,556,3370,520,444,44,2231,6429,287,282,1617,2664,592,22,186,537,232,49,3581,64,188,1221,51,52,21,6529,90,8,80,5,16,428,190,63,1,16,5,6,8,34,372
TCGA-46-3769-01,4921,2598,798,3142,1690,5128,23,3333,645,1686,287,1338,4468,2004,308,10969,301,12851,8266,2668,3985,2060,5110,4399,2456,2381,57,4849,2071,539,80,4914,3125,2232,106,7849,13090,292,5413,1546,5435,14751,442,912,110,689,2298,4550,2411,218,2119,1627,2090,2915,3576,4206,3331,59439,19452,3150,2502,1521,0,1344,2764,41,1309,1499,2009,4,116,115,1278,1949,881,346,2196,144,56,1662,15257,148,2952,4357,3920,1614,14,66,3554,1807,6,1600,16,165,7627,892,33,26,38840,1271,15,2121,15,24,1643,879,20,1,4223,20269,0,36,6,79
TCGA-46-6025-01,6625,2752,1090,8246,6859,27201,104,3691,424,5936,1874,830,1266,3613,66,8392,604,36911,15622,4549,7944,2202,3152,6826,290,965,76,15740,7912,1512,175,2736,1032,3122,62,3769,23722,1071,3120,722,50,1477,681,217,53,2179,3591,23896,960,1135,1892,24,4531,226,90,2009,2353,4700,2328,2390,1272,2369,6,1192,499,988,4505,936,1066,1,128,118,1883,6006,343,163,542,151,73,270,11076,481,275,2738,624,242,27,236,15663,1609,6,357,3335,110,8723,2908,11,477,1513,155,2,379,19,60,193,339,223,6,100,3,6,786,4,92
TCGA-46-6026-01,4201,9092,1623,2460,5053,12200,780,4359,276,5740,4081,568,6052,18531,36,1742,1148,598,2689,2871,7678,3461,5225,8626,2674,1636,122,7809,4183,193,272,1561,1897,3844,661,5349,4081,742,5858,2252,316,1694,124,12,5963,2954,1919,1101,23,657,1249,1205,2955,580,963,1649,613,5184,7498,3077,107,1530,3556,318,2099,5689,1355,422,1032,29,119,429,755,4653,2413,790,854,100,49,1874,5406,1336,1206,3398,709,445,4569,73,2053,599,0,678,81,192,668,1819,63,206,4516,180,76,340,29,433,1629,2362,155,3,4,0,4,28,282,2795
TCGA-51-4079-01,3246,1629,1992,4422,2747,14043,121,3192,223,2809,2425,573,1343,4348,1130,12570,368,11081,2285,4065,4126,1453,1634,3219,184,1329,78,5023,1403,1983,455,2865,2297,3343,80,5703,5471,1196,3020,729,981,368,488,234,100,1069,2090,12890,296,2927,952,1568,660,847,73,936,1480,2694,1340,2262,523,1521,14,990,947,299,1508,860,1138,3,2144,2463,221,1545,16,617,749,97,13,780,6044,2749,820,367,600,369,5,713,6579,254,41,1006,130,249,784,349,306,33,5422,722,14,253,24,4,947,812,396,5,83,6,56,223,48,861
TCGA-51-4080-01,3836,2150,1461,1780,7330,16575,575,4987,570,8947,3252,496,4038,10637,178,6348,428,132,1463,4871,7279,402,1180,5852,124,1896,107,6184,4268,1561,61,766,1174,5622,208,9319,6111,1252,886,527,156,239,420,60,0,146,3192,22623,110,1185,586,948,1263,172,25,780,451,2786,570,354,7,2605,73,367,863,33,266,258,63,6,155,211,100,948,1664,1678,388,13,27,1735,2424,334,328,253,90,39,132,67,703,132,255,367,289,328,528,256,49,31,1948,255,3,24,400,13,99,76,51,22,3,2,0,2698,153,528
TCGA-51-4081-01,3228,2174,1221,2711,2545,9901,303,3829,222,3239,3532,341,5460,6111,558,7244,659,1988,2361,2729,2448,1397,1688,3191,272,1380,134,3144,3520,545,95,1834,925,7494,9,3923,8921,813,807,1129,854,222,656,264,10,525,4558,7418,128,419,905,2128,3040,75,2012,3247,735,2474,520,1729,158,1123,7,238,596,404,456,132,11,2,32,160,511,860,1163,116,996,1,39,970,3744,589,166,1360,275,161,20,3,755,323,66,378,84,118,1520,102,101,135,2633,146,0,10,23,58,125,103,12,0,14,0,2,2345,33,264
TCGA-51-6867-01,3659,2267,1149,1059,2312,12897,140,3604,430,4559,1411,1897,2719,4493,371,4381,734,1205,7096,2710,4105,1489,2827,3088,681,1314,213,3966,4941,968,169,3284,2114,3544,248,7001,11013,1968,1776,1059,32,1294,531,93,2,979,2633,9893,286,468,1051,543,1557,354,880,4902,345,2893,974,4030,690,1592,3,827,1042,1342,3753,347,113,15,298,313,456,2219,1326,1231,1407,51,38,2159,5767,2206,64,2634,187,539,123,68,709,453,34,1147,145,188,3511,357,151,69,2264,329,7,86,10,22,953,1790,46,6,6,5,11,119,75,958
TCGA-52-7622-01,3672,1950,1181,1997,2552,10682,211,2286,259,5703,4115,1506,3556,10489,718,7824,807,1413,9602,1656,2209,2698,2433,5383,1067,5381,496,7720,4528,2484,678,7510,7476,10578,250,10249,10117,2074,3913,2320,365,1742,1479,309,2,3950,8892,29249,355,13242,2873,643,2489,2056,135,1246,351,2658,2154,5427,192,1631,1,2833,2973,507,526,1483,3600,13,5526,5658,1353,1659,1105,1051,4985,122,20,838,26510,1586,543,57,3810,1666,19,3003,823,1247,463,2173,728,599,1654,504,856,181,4304,583,47,822,29,14,2843,2276,2550,4,18,6,88,401,95,613
TCGA-52-7810-01,4138,2166,1006,4256,2355,7208,565,6460,228,6780,4575,437,8877,1159,1895,3001,316,2192,3993,7601,3073,1155,1695,24291,96,3480,23,16328,5781,2099,42,2348,2227,1660,5,8984,14207,1691,1277,567,42,266,106,78,128,572,4072,4163,292,125,499,117,2913,92,47,2875,3211,4870,588,2228,3428,1298,0,284,485,294,732,907,1617,0,146,308,695,6778,808,209,299,52,28,2591,40983,452,3288,317,525,32,0,39,9400,505,4,150,25,48,1576,191,3,73,1528,139,4,25,53,38,43,89,30,0,27,0,10,301,184,1363
TCGA-52-7811-01,4721,2808,1698,3925,1630,10068,155,4096,270,2541,8954,1050,2806,7287,1610,8961,775,12190,7364,3402,2269,2177,3374,10290,633,4413,658,6147,4001,3289,378,2438,3049,4466,32,4591,7883,1033,2395,1799,706,1039,451,72,1,2496,4844,7645,171,3501,1747,1179,1943,1051,193,1873,3626,2512,2070,2171,1128,1408,1,1131,1366,566,838,1588,1555,18,1543,2086,477,3425,1431,496,1071,155,12,436,16629,1384,1265,423,1295,481,9,1427,3289,1674,13,1380,162,399,1120,619,234,148,4130,865,7,391,46,16,1302,1286,573,1,83,4,29,239,33,1449
TCGA-52-7812-01,9301,6115,1120,849,1436,23243,3,7457,12,3864,2711,749,542,5255,766,4193,231,20080,4943,3590,6330,3395,1717,7921,946,2505,91,8936,7116,153,1060,5640,1832,3435,17,14127,5330,738,1984,1120,27,2796,351,2450,0,1809,5935,2941,146,1288,1907,18,2289,2375,5767,690,1173,3024,2818,3996,13431,4333,0,1013,2036,273,1394,2571,675,6,1453,1404,805,858,3,1570,1411,65,10,2346,98280,508,54,2296,3735,580,17,2731,3810,306,3,2513,78,710,3682,240,113,49,3945,2412,8,1086,12,8,3416,3262,2687,76,70,3,4,72,12,2109
TCGA-56-1622-01,4019,1792,954,1390,2805,14211,3,5523,146,9091,1485,511,1384,7574,8,15653,422,1037,4757,4902,5863,1324,3054,7009,213,2013,227,3589,5203,344,69,899,3134,3839,14,11422,7278,1665,2409,822,2,982,144,14,0,310,3590,3147,132,541,545,894,1833,436,79,1003,501,2935,1536,1731,148,4660,4,190,1067,1156,1146,295,198,5,168,754,2201,1145,49,1097,3915,4,28,1699,3906,2954,910,571,1181,729,496,22,1369,169,111,3724,32,162,583,196,101,14,7890,632,18,82,25,38,4504,3904,106,7,2,0,50,14,48,5752
TCGA-56-5897-01,2823,2719,573,2195,1418,8956,302,3809,225,3170,3498,717,8779,4933,3720,5982,814,29138,8959,4338,1559,2190,2369,5598,287,4564,230,6171,2933,1711,315,3635,2645,4113,107,4089,19751,821,2432,1866,1771,1405,1003,186,255,926,3495,29533,181,518,2210,1391,1397,238,32,4120,1257,7919,771,1208,1502,1708,3,1474,914,554,185,1332,120,17,98,1387,291,3315,547,620,2293,240,14,644,2708,528,368,45,355,123,15,11,2139,838,3,1917,392,385,4028,1089,85,92,1634,349,14,47,48,8,653,1785,36,144,11,13,6,180,4,6040
